,User,Review Date,Ratings,Review
500,David,2021,5,"I would advice people just wait for restocks, keep coming back to Amazon to check if they have any inventory because of high demand it will be hard.. but keep trying and do not pay scalpers more than you have to. I got mine today 2/14/2020 from Amazon, super fast shipping and paid 499+tax in New York, patience is key.So far enjoying it, the UI could be more ""next gen"" but it's also cool to use it because you already know it from the Xbox One UI.I will update this review as my experience evolve with the console.DO NOT PAY MORE THAN 499+tax"
501,Nick Miller,2022,5,Super powered console. Game pass is the best value in gaming. Period.
502,Rebecca Barner,2022,5,I just love it!
503,Seth Vanderkar,2022,5,I’ve had so much fun with this console since I got it.
504,Tom,2022,5,Finally got one that wasn't a bundle or being scalped by someone with a bot program.
505,J. Sanders,2022,5,Amazing
506,Luis Angel Cerda-Izucar,2022,5,everything loads so much faster and runs smoothly
507,Trevor D.,2020,5,"The new Series X is absolutely amazing. It's super fast and responsive, makes everything look better on a 4k TV (even non-120Hz tv's), and was SUPER EASY TO SET UP via the Xbox app. Even progressing from the One X, it is very easy to see the difference. It's larger than I expected, but still fits nicely among the atmosphere. The quick resume feature lives up to its name, and I highly recommend it for anybody looking to upgrade their current Xbox experience.For those that were unfortunate enough to get screwed out of launch day pre-order, it is absolutely worth the struggle and frustration.Can't recommend enough! Just don't vape into it."
508,Whiskeyjd,2022,5,Loads games really fast. Great graphics!!!
509,Vikas Sivaravindran,2022,5,Great product ! Worth the price.
510,Patrick,2022,5,Overall great console! Came the next day from when I ordered it. It is pretty bulky and can take up space in your tv cabinet or stand so be aware of that.
511,Nicholas Calderone,2021,5,Saying it was hard to get a hold of is an understatement. Saying it's just ok would be a lie. I love my new Xbox and when I was able to get one ordered I was bouncing off the walls. The new Xbox has some real power and the graphics have been fantastic. I am a real Xbox fanboy but the new machine did not make that hard. It is for sure one of my favorite buys of the year.
512,Dean R. ,2021,5,"Quality is the best! Is the most powerful next gen console currently out right now! I don’t like how the used the same old last gen display interface but that’s okay, I have the ps5 as well and the quality on the Xbox is a lot better! Especially when u play call of duty warzone online, huge difference in input lag because the Xbox provides a easier backward compatibility updater  because of its design. The Ps5 on the other hand struggles with updating backward compatibile games. They either have input lags or are chopping at times. Xbox truly shows it’s power! 5 out of 5"
513,KrisTK,2022,5,"The most current model, as described. In perfect condition on arrival. Very happy."
514,Bradley,2021,4,It’s legit. The system is great definitely get one. It’s a night and day difference from my old Xbox one s. Load times are so fast that it’s honestly ridiculous.I gave 4/5 stars because I disagree in the extra $365 that got from me but whatever
515,Dylan Musick,2021,4,"It’s great if you don’t wanna wait till they come back in stock. A bit pricey, but this is actually the cheapest and most reliable seller to get a Series X from right now. I love my Series X and to me it was worth the money 100%."
516,Jeremy Dees,2021,5,"I was so excited when I ordered this at the end of last year and even more excited when I received it.I've put tons of hours into it so far and I can say, the load times are as good as people say, and the graphics are nothing to scoff at either.The only real issue I have with it is more of a non-issue I guess? But if you have a TV that is HDR you will want to make doubly sure it is HDR10+ otherwise the Series X will not activate HDR."
517,Brian Thompson,2022,5,The best next gen console!
518,Amazon Customer,2022,3,"Product works just fine with no damage other than the box itself, which wasn't in an Amazon box. When I plugged it in, it didn't need setting up and already had an account, not mine, on it. I suggest you skip Amazon and buy somewhere in store. Not like I can return this one when there isn't a supply yo replace it with."
519,Ron,2021,5,"Got one of these for my son... he has the PS5 as well... don’t c a huge difference in the 2 myself but maybe because I’m an observer and not a gamer any longer... but I def have plenty of experience playing video games... actually have had two game induced seizures from extended play (20 & 25 hours straight) so it’s not like I’m unfamiliar... all in all great system... size, speed, cost, graphics etc. r all fine by me... hope u enjoy yours if u elect 2 u get it..."
520,MJ,2022,5,I got mine for $648 dollars and it was legit one not those consoles that have issues and its very quiet even i played disc games. 5 🌟
521,HiTechKoolAid,2020,5,"I know most people will say there is no reason to upgrade at this time due to no exclusive content, but the loading times alone were worth it.  Borderlands 3 loading times are like 4 times faster.  Game loads in around 1 minute compared to 5 and fast travels are around 13 seconds compared to 1 minute.  Think of how much time people wasted farming on the Xbox One due to those horrendous loading times.  As they say ""Time is Money"" and this system will definitely save you time so you can do other things instead of wasting it on loading screens."
522,Zach B,2021,5,"Finally got one!!!!! Thank you amazon!!! Ordered it FEB 12th, came Feb 14th. Happy valentines day to me!! The xbsx is so worth the hype. The graphics and buttery smooth motion fluidity are amazing. Quick resume is an option on a console I never thought wed have.. No bulky power supply cord! Its internal, so just a slim wire that goes from your xbox to the wall. Just like a tv!! I love it and cant believe i got it within 2 days!! People ordered theirs from Walmart a few weeks ago and still haven't gotten it yet."
